1;Анн;1
2;57;1
3;55;1
4;65;1
5;66;1
6;67;1
7;68;1
8;45;1
9;73/75;1
10;73/76;1
11;73/77;1
12;ВСО;1
13;Итауыз;1
14;Карашошак;1
15;ОГР;1
16;Жомарт;1
